Ticker,Accession Number,Fact Label,XBRL Tag,Dimension(s),Fact Value,Fact Date,Context Type,Unit
JPM,0000950123-10-016029,Changes In Cash,us-gaap:CashAndCashEquivalentsPeriodIncreaseDecrease,None,-268000000,1/1/08,Unknown,unit
JPM,0000950123-11-019773,Share Issued,us-gaap:CommonStockSharesIssued,None,3657700000,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Deferred Tax,us-gaap:DeferredIncomeTaxExpenseBenefit,None,1307000000,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Basic EPS,us-gaap:EarningsPerShareBasic,None,4.38,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Diluted EPS,us-gaap:EarningsPerShareDiluted,None,4.33,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Effect Of Exchange Rate Changes,us-gaap:EffectOfExchangeRateOnCashAndCashEquivalents,None,424000000,1/1/08,Unknown,unit
JPM,0000950123-11-019773,Goodwill,us-gaap:Goodwill,None,45270000000,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Income Tax Paid Supplemental Data,us-gaap:IncomeTaxesPaid,None,7472000000,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Tax Provision,us-gaap:IncomeTaxExpenseBenefit,None,7440000000,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Interest Paid Supplemental Data,us-gaap:InterestPaid,None,43472000000,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Financing Cash Flow,us-gaap:NetCashProvidedByUsedInFinancingActivities,None,1.84056E+11,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Investing Cash Flow,us-gaap:NetCashProvidedByUsedInInvestingActivities,None,-74188000000,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Operating Cash Flow,us-gaap:NetCashProvidedByUsedInOperatingActivities,None,-1.1056E+11,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Free Cash Flow,us-gaap:NetCashProvidedByUsedInOperatingActivities,None,-1.1056E+11,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Net Income,us-gaap:NetIncomeLoss,None,15365000000,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Net Income Including Noncontrolling Interests,us-gaap:NetIncomeLoss,None,15365000000,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Repurchase Of Capital Stock,us-gaap:PaymentsForRepurchaseOfCommonStock,None,8178000000,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Cash Dividends Paid,us-gaap:PaymentsOfDividends,None,5051000000,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Total Revenue,us-gaap:Revenues,None,71372000000,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Share-based compensation,us-gaap:ShareBasedCompensation,None,2025000000,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Basic Average Shares,us-gaap:WeightedAverageNumberOfSharesOutstandingBasic,None,3404000000,1/1/08,Unknown,unit
JPM,0000950123-10-016029,Additional Paid In Capital,us-gaap:AdditionalPaidInCapital,None,92143000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Total Assets,us-gaap:Assets,None,2.17505E+12,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Changes In Cash,us-gaap:CashAndCashEquivalentsPeriodIncreaseDecrease,None,-13249000000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Changes In Cash,us-gaap:CashAndCashEquivalentsPeriodIncreaseDecrease,None,-13249000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,CommercialPaper(ST debt),us-gaap:CommercialPaper,None,37845000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Share Issued,us-gaap:CommonStockSharesIssued,None,3941633895,1/1/09,Unknown,unit
JPM,0000019617-12-000163,Share Issued,us-gaap:CommonStockSharesIssued,None,3941600000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Share Issued,us-gaap:CommonStockSharesIssued,None,3941600000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Ordinary Shares Number,us-gaap:CommonStockSharesOutstanding,None,3732800000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Common Stock,us-gaap:CommonStockValue,None,3942000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Deferred Tax,us-gaap:DeferredIncomeTaxExpenseBenefit,None,-2637000000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Deferred Tax,us-gaap:DeferredIncomeTaxExpenseBenefit,None,-2637000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Basic EPS,us-gaap:EarningsPerShareBasic,None,1.35,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Basic EPS,us-gaap:EarningsPerShareBasic,None,1.35,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Diluted EPS,us-gaap:EarningsPerShareDiluted,None,1.35,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Diluted EPS,us-gaap:EarningsPerShareDiluted,None,1.35,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Effect Of Exchange Rate Changes,us-gaap:EffectOfExchangeRateOnCashAndCashEquivalents,None,-507000000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Effect Of Exchange Rate Changes,us-gaap:EffectOfExchangeRateOnCashAndCashEquivalents,None,-507000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Goodwill,us-gaap:Goodwill,None,48027000000,1/1/09,Unknown,unit
JPM,0000019617-12-000163,Goodwill,us-gaap:Goodwill,None,48027000000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Goodwill,us-gaap:Goodwill,None,48027000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Income Tax Paid Supplemental Data,us-gaap:IncomeTaxesPaid,None,2280000000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Income Tax Paid Supplemental Data,us-gaap:IncomeTaxesPaid,None,2280000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Tax Provision,us-gaap:IncomeTaxExpenseBenefit,None,-926000000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Tax Provision,us-gaap:IncomeTaxExpenseBenefit,None,-926000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Interest Paid Supplemental Data,us-gaap:InterestPaid,None,37267000000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Interest Paid Supplemental Data,us-gaap:InterestPaid,None,37267000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Total Liabilities Net Minority Interest,us-gaap:Liabilities,None,2.00817E+12,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Long Term Debt,us-gaap:LongTermDebt,None,2.70683E+11,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Financing Cash Flow,us-gaap:NetCashProvidedByUsedInFinancingActivities,None,2.47831E+11,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Financing Cash Flow,us-gaap:NetCashProvidedByUsedInFinancingActivities,None,2.46999E+11,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Investing Cash Flow,us-gaap:NetCashProvidedByUsedInInvestingActivities,None,-2.83671E+11,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Investing Cash Flow,us-gaap:NetCashProvidedByUsedInInvestingActivities,None,-2.83671E+11,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Operating Cash Flow,us-gaap:NetCashProvidedByUsedInOperatingActivities,None,23098000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Free Cash Flow,us-gaap:NetCashProvidedByUsedInOperatingActivities,None,23098000000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Operating Cash Flow,us-gaap:NetCashProvidedByUsedInOperatingActivities,None,23930000000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Free Cash Flow,us-gaap:NetCashProvidedByUsedInOperatingActivities,None,23930000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Net Income,us-gaap:NetIncomeLoss,None,5605000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Net Income Including Noncontrolling Interests,us-gaap:NetIncomeLoss,None,5605000000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Net Income,us-gaap:NetIncomeLoss,None,5605000000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Net Income Including Noncontrolling Interests,us-gaap:NetIncomeLoss,None,5605000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Repurchase Of Capital Stock,us-gaap:PaymentsForRepurchaseOfCommonStock,None,0,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Cash Dividends Paid,us-gaap:PaymentsOfDividends,None,5911000000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Cash Dividends Paid,us-gaap:PaymentsOfDividends,None,5911000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Net PPE,us-gaap:PropertyPlantAndEquipmentNet,None,10045000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Total Revenue,us-gaap:Revenues,None,67252000000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Total Revenue,us-gaap:Revenues,None,67252000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Share-based compensation,us-gaap:ShareBasedCompensation,None,2637000000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Share-based compensation,us-gaap:ShareBasedCompensation,None,2637000000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Common Stock Equity,us-gaap:StockholdersEquity,None,1.66884E+11,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Stockholders Equity,us-gaap:StockholdersEquity,None,1.66884E+11,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Basic Average Shares,us-gaap:WeightedAverageNumberOfSharesOutstandingBasic,None,3501000000,1/1/09,Unknown,unit
JPM,0000950123-11-019773,Basic Average Shares,us-gaap:WeightedAverageNumberOfSharesOutstandingBasic,None,3501100000,1/1/09,Unknown,unit
JPM,0000950123-10-016029,Additional Paid In Capital,us-gaap:AdditionalPaidInCapital,None,97982000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Total Assets,us-gaap:Assets,None,2.03199E+12,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Total Assets,us-gaap:Assets,None,2.11967E+12,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Total Assets,us-gaap:Assets,None,2.11967E+12,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Changes In Cash,us-gaap:CashAndCashEquivalentsPeriodIncreaseDecrease,None,-689000000,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Changes In Cash,us-gaap:CashAndCashEquivalentsPeriodIncreaseDecrease,None,-689000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Changes In Cash,us-gaap:CashAndCashEquivalentsPeriodIncreaseDecrease,None,-689000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,CommercialPaper(ST debt),us-gaap:CommercialPaper,None,41794000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,CommercialPaper(ST debt),us-gaap:CommercialPaper,None,41794000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Share Issued,us-gaap:CommonStockSharesIssued,None,4104933895,1/1/10,Unknown,unit
JPM,0000019617-13-000221,Share Issued,us-gaap:CommonStockSharesIssued,None,4104933895,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Share Issued,us-gaap:CommonStockSharesIssued,None,4104900000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Share Issued,us-gaap:CommonStockSharesIssued,None,4104933895,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Ordinary Shares Number,us-gaap:CommonStockSharesOutstanding,None,3942000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Ordinary Shares Number,us-gaap:CommonStockSharesOutstanding,None,3942000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Common Stock,us-gaap:CommonStockValue,None,4105000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Common Stock,us-gaap:CommonStockValue,None,4105000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Deferred Tax,us-gaap:DeferredIncomeTaxExpenseBenefit,None,-3622000000,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Deferred Tax,us-gaap:DeferredIncomeTaxExpenseBenefit,None,-3622000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Deferred Tax,us-gaap:DeferredIncomeTaxExpenseBenefit,None,-3622000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Basic EPS,us-gaap:EarningsPerShareBasic,None,2.27,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Basic EPS,us-gaap:EarningsPerShareBasic,None,2.27,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Basic EPS,us-gaap:EarningsPerShareBasic,None,2.27,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Diluted EPS,us-gaap:EarningsPerShareDiluted,None,2.26,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Diluted EPS,us-gaap:EarningsPerShareDiluted,None,2.26,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Diluted EPS,us-gaap:EarningsPerShareDiluted,None,2.26,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Effect Of Exchange Rate Changes,us-gaap:EffectOfExchangeRateOnCashAndCashEquivalents,None,238000000,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Effect Of Exchange Rate Changes,us-gaap:EffectOfExchangeRateOnCashAndCashEquivalents,None,238000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Effect Of Exchange Rate Changes,us-gaap:EffectOfExchangeRateOnCashAndCashEquivalents,None,238000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Goodwill,us-gaap:Goodwill,None,48357000000,1/1/10,Unknown,unit
JPM,0000019617-13-000221,Goodwill,us-gaap:Goodwill,None,48357000000,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Goodwill,us-gaap:Goodwill,None,48357000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Goodwill,us-gaap:Goodwill,None,48357000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Income Tax Paid Supplemental Data,us-gaap:IncomeTaxesPaid,None,5434000000,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Income Tax Paid Supplemental Data,us-gaap:IncomeTaxesPaid,None,5434000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Income Tax Paid Supplemental Data,us-gaap:IncomeTaxesPaid,None,5434000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Tax Provision,us-gaap:IncomeTaxExpenseBenefit,None,4415000000,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Tax Provision,us-gaap:IncomeTaxExpenseBenefit,None,4415000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Tax Provision,us-gaap:IncomeTaxExpenseBenefit,None,4415000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Interest Paid Supplemental Data,us-gaap:InterestPaid,None,16875000000,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Interest Paid Supplemental Data,us-gaap:InterestPaid,None,16875000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Interest Paid Supplemental Data,us-gaap:InterestPaid,None,16875000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Total Liabilities Net Minority Interest,us-gaap:Liabilities,None,1.86662E+12,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Total Liabilities Net Minority Interest,us-gaap:Liabilities,None,1.95883E+12,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Total Liabilities Net Minority Interest,us-gaap:Liabilities,None,1.95883E+12,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Long Term Debt,us-gaap:LongTermDebt,None,2.66318E+11,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Long Term Debt,us-gaap:LongTermDebt,None,2.66318E+11,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Financing Cash Flow,us-gaap:NetCashProvidedByUsedInFinancingActivities,None,-1.52179E+11,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Financing Cash Flow,us-gaap:NetCashProvidedByUsedInFinancingActivities,None,-1.53079E+11,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Financing Cash Flow,us-gaap:NetCashProvidedByUsedInFinancingActivities,None,-1.53079E+11,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Investing Cash Flow,us-gaap:NetCashProvidedByUsedInInvestingActivities,None,29355000000,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Investing Cash Flow,us-gaap:NetCashProvidedByUsedInInvestingActivities,None,29355000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Investing Cash Flow,us-gaap:NetCashProvidedByUsedInInvestingActivities,None,29355000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Operating Cash Flow,us-gaap:NetCashProvidedByUsedInOperatingActivities,None,1.21897E+11,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Free Cash Flow,us-gaap:NetCashProvidedByUsedInOperatingActivities,None,1.21897E+11,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Operating Cash Flow,us-gaap:NetCashProvidedByUsedInOperatingActivities,None,1.22797E+11,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Free Cash Flow,us-gaap:NetCashProvidedByUsedInOperatingActivities,None,1.22797E+11,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Operating Cash Flow,us-gaap:NetCashProvidedByUsedInOperatingActivities,None,1.22797E+11,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Free Cash Flow,us-gaap:NetCashProvidedByUsedInOperatingActivities,None,1.22797E+11,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Net Income,us-gaap:NetIncomeLoss,None,11728000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Net Income Including Noncontrolling Interests,us-gaap:NetIncomeLoss,None,11728000000,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Net Income,us-gaap:NetIncomeLoss,None,11728000000,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Net Income Including Noncontrolling Interests,us-gaap:NetIncomeLoss,None,11728000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Net Income,us-gaap:NetIncomeLoss,None,11728000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Net Income Including Noncontrolling Interests,us-gaap:NetIncomeLoss,None,11728000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Repurchase Of Capital Stock,us-gaap:PaymentsForRepurchaseOfCommonStock,None,0,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Cash Dividends Paid,us-gaap:PaymentsOfDividends,None,3422000000,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Cash Dividends Paid,us-gaap:PaymentsOfDividends,None,3422000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Cash Dividends Paid,us-gaap:PaymentsOfDividends,None,3422000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Net PPE,us-gaap:PropertyPlantAndEquipmentNet,None,11118000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Net PPE,us-gaap:PropertyPlantAndEquipmentNet,None,11118000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Total Revenue,us-gaap:Revenues,None,1.00434E+11,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Total Revenue,us-gaap:Revenues,None,1.00434E+11,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Total Revenue,us-gaap:Revenues,None,1.00434E+11,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Share-based compensation,us-gaap:ShareBasedCompensation,None,3355000000,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Share-based compensation,us-gaap:ShareBasedCompensation,None,3355000000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Share-based compensation,us-gaap:ShareBasedCompensation,None,3355000000,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Common Stock Equity,us-gaap:StockholdersEquity,None,1.65365E+11,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Stockholders Equity,us-gaap:StockholdersEquity,None,1.65365E+11,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Common Stock Equity,us-gaap:StockholdersEquity,None,1.60845E+11,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Stockholders Equity,us-gaap:StockholdersEquity,None,1.60845E+11,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Common Stock Equity,us-gaap:StockholdersEquity,None,1.60845E+11,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Stockholders Equity,us-gaap:StockholdersEquity,None,1.60845E+11,1/1/10,Unknown,unit
JPM,0000950123-10-016029,Basic Average Shares,us-gaap:WeightedAverageNumberOfSharesOutstandingBasic,None,3863000000,1/1/10,Unknown,unit
JPM,0000019617-12-000163,Basic Average Shares,us-gaap:WeightedAverageNumberOfSharesOutstandingBasic,None,3862800000,1/1/10,Unknown,unit
JPM,0000950123-11-019773,Basic Average Shares,us-gaap:WeightedAverageNumberOfSharesOutstandingBasic,None,3862800000,1/1/10,Unknown,unit
JPM,0000019617-13-000221,Total Assets,us-gaap:Assets,None,2.11761E+12,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Total Assets,us-gaap:Assets,None,2.11761E+12,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Total Assets,us-gaap:Assets,None,2.11761E+12,1/1/11,Unknown,unit
JPM,0000019617-13-000221,Changes In Cash,us-gaap:CashAndCashEquivalentsPeriodIncreaseDecrease,None,1361000000,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Changes In Cash,us-gaap:CashAndCashEquivalentsPeriodIncreaseDecrease,None,1361000000,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Changes In Cash,us-gaap:CashAndCashEquivalentsPeriodIncreaseDecrease,None,1361000000,1/1/11,Unknown,unit
JPM,0000019617-12-000163,CommercialPaper(ST debt),us-gaap:CommercialPaper,None,35363000000,1/1/11,Unknown,unit
JPM,0000950123-11-019773,CommercialPaper(ST debt),us-gaap:CommercialPaper,None,35363000000,1/1/11,Unknown,unit
JPM,0000019617-14-000289,Share Issued,us-gaap:CommonStockSharesIssued,None,4104933895,1/1/11,Unknown,unit
JPM,0000019617-13-000221,Share Issued,us-gaap:CommonStockSharesIssued,None,4104933895,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Share Issued,us-gaap:CommonStockSharesIssued,None,4104933895,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Share Issued,us-gaap:CommonStockSharesIssued,None,4104933895,1/1/11,Unknown,unit
JPM,0000019617-13-000221,Ordinary Shares Number,us-gaap:CommonStockSharesOutstanding,None,3910300000,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Ordinary Shares Number,us-gaap:CommonStockSharesOutstanding,None,3910300000,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Ordinary Shares Number,us-gaap:CommonStockSharesOutstanding,None,3910300000,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Common Stock,us-gaap:CommonStockValue,None,4105000000,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Common Stock,us-gaap:CommonStockValue,None,4105000000,1/1/11,Unknown,unit
JPM,0000019617-13-000221,Deferred Tax,us-gaap:DeferredIncomeTaxExpenseBenefit,None,-968000000,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Deferred Tax,us-gaap:DeferredIncomeTaxExpenseBenefit,None,-968000000,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Deferred Tax,us-gaap:DeferredIncomeTaxExpenseBenefit,None,-968000000,1/1/11,Unknown,unit
JPM,0000019617-13-000221,Basic EPS,us-gaap:EarningsPerShareBasic,None,3.98,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Basic EPS,us-gaap:EarningsPerShareBasic,None,3.98,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Basic EPS,us-gaap:EarningsPerShareBasic,None,3.98,1/1/11,Unknown,unit
JPM,0000019617-13-000221,Diluted EPS,us-gaap:EarningsPerShareDiluted,None,3.96,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Diluted EPS,us-gaap:EarningsPerShareDiluted,None,3.96,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Diluted EPS,us-gaap:EarningsPerShareDiluted,None,3.96,1/1/11,Unknown,unit
JPM,0000019617-13-000221,Effect Of Exchange Rate Changes,us-gaap:EffectOfExchangeRateOnCashAndCashEquivalents,None,328000000,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Effect Of Exchange Rate Changes,us-gaap:EffectOfExchangeRateOnCashAndCashEquivalents,None,328000000,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Effect Of Exchange Rate Changes,us-gaap:EffectOfExchangeRateOnCashAndCashEquivalents,None,328000000,1/1/11,Unknown,unit
JPM,0000019617-14-000289,Goodwill,us-gaap:Goodwill,None,48854000000,1/1/11,Unknown,unit
JPM,0000019617-13-000221,Goodwill,us-gaap:Goodwill,None,48854000000,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Goodwill,us-gaap:Goodwill,None,48854000000,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Goodwill,us-gaap:Goodwill,None,48854000000,1/1/11,Unknown,unit
JPM,0000019617-13-000221,Income Tax Paid Supplemental Data,us-gaap:IncomeTaxesPaid,None,9747000000,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Income Tax Paid Supplemental Data,us-gaap:IncomeTaxesPaid,None,9747000000,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Income Tax Paid Supplemental Data,us-gaap:IncomeTaxesPaid,None,9747000000,1/1/11,Unknown,unit
JPM,0000019617-13-000221,Tax Provision,us-gaap:IncomeTaxExpenseBenefit,None,7489000000,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Tax Provision,us-gaap:IncomeTaxExpenseBenefit,None,7489000000,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Tax Provision,us-gaap:IncomeTaxExpenseBenefit,None,7489000000,1/1/11,Unknown,unit
JPM,0000019617-13-000221,Interest Paid Supplemental Data,us-gaap:InterestPaid,None,12404000000,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Interest Paid Supplemental Data,us-gaap:InterestPaid,None,12404000000,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Interest Paid Supplemental Data,us-gaap:InterestPaid,None,12404000000,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Total Liabilities Net Minority Interest,us-gaap:Liabilities,None,1.9415E+12,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Total Liabilities Net Minority Interest,us-gaap:Liabilities,None,1.9415E+12,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Long Term Debt,us-gaap:LongTermDebt,None,2.70653E+11,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Long Term Debt,us-gaap:LongTermDebt,None,2.47669E+11,1/1/11,Unknown,unit
JPM,0000019617-13-000221,Financing Cash Flow,us-gaap:NetCashProvidedByUsedInFinancingActivities,None,-49217000000,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Financing Cash Flow,us-gaap:NetCashProvidedByUsedInFinancingActivities,None,-49217000000,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Financing Cash Flow,us-gaap:NetCashProvidedByUsedInFinancingActivities,None,-49217000000,1/1/11,Unknown,unit
JPM,0000019617-13-000221,Investing Cash Flow,us-gaap:NetCashProvidedByUsedInInvestingActivities,None,54002000000,1/1/11,Unknown,unit
JPM,0000019617-12-000163,Investing Cash Flow,us-gaap:NetCashProvidedByUsedInInvestingActivities,None,54002000000,1/1/11,Unknown,unit
JPM,0000950123-11-019773,Investing Cash Flow,us-gaap:NetCashProvidedByUsedInInvestingActivities,None,54002000000,1/1/11,Unknown,unit
JPM,0000019617-13-000221,Operating Cash Flow,us-gaap:NetCashProvidedByUsedInOperatingActivities,None,-3752000000,1/1/11,Unknown,unit
JPM,0000019617-13-000221,Free Cash Flow,us-gaap:NetCashProvidedByUsedInOperatingActivities,None,-3752000000,1/1/11,Unknown,unit
